418,chleb
353,dzień
21,PUSTE
19,dzien
6,chelb
2,chlep
2,dom
2,zwyczaj
1,a
1,alkohol
1,banan
1,cheb
1,cheleb
1,chl;.eb
1,chlb
1,chlebek
1,chlen
1,CHOLEB
1,ciuch]
1,d
1,ddd
1,dni
1,dnień
1,"dzie ń"
1,dzieb
1,dzienień
1,dzieµ
1,dziń
1,dzionek
1,dziwń
1,dznień
1,herbata
1,ic
1,kalafior
1,koc
1,kon
1,kosciol
1,kościół
1,"kwas chlebowy"
1,modlitwa
1,niedziela
1,nieodpowiedni
1,niezwykły
1,nudny
1,odświętny
1,pospolity
1,praca
1,problem
1,razowy
1,rzadki
1,s
1,sąd
1,strój
1,tydzień
1,tygodnik
1,typowy
1,vhel
1,vhleb
1,wtorek
1,ZWYKŁY
1,żywot
